city;neighbourhood;street;price;House No.;Flat No.;Area;Number of rooms;Floor;No. of floors;Build year;Building type;Heating system;Equipment;Building Energy Efficiency Class;Description;Additional premises;Additional Equipment;Security;Nearest kindergarten;Nearest educational institution;Nearest shop;Public transport stop;crime;Unique item number (RC number);Object
Vilnius;Naujamiestis;Savanorių pr.;165 000 € (3 750 €/m²);11A;;44 m²;2;8;8;2008;Brick;Central thermostat;Fully equipped;;Kitchen merged with room;Balcony;Washing machine Furniture Refrigerator Kitchen furniture Stove Shower Bath;Steel doors Code door lock;300 m;260 m;340 m;90 m;"26,40 €/month
~ 0,60 €/m²";;
Vilnius;Baltupiai;Ozo g.;189 000 € (3 938 €/m²);8A;;48 m²;2;2;8;2022;Brick;Central thermostat;Fully equipped;A;New sewage system New electrical installation Kitchen merged with room;Balcony Closet;Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Shower;;360 m;420 m;370 m;280 m;9;;
Vilnius;Rasos;Liepkalnio g.;114 999 € (2 095 €/m²);5A;;54,9 m²;3;1;2;1940;Brick;Electric, solid fuel;Fully equipped;;Internet Cable television Kitchen merged with room;Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower;Code door lock;390 m;380 m;290 m;110 m;14;;
Vilnius;Karoliniškės;Loretos Asanavičiūtės g.;79 000 € (2 409 €/m²);1;;32,8 m²;1;5;5;1977;Block house;Central;Fully equipped;B;Private yard Cable television Internet Separate bathroom and WC Renovated house;Storeroom Parking space Cellar;Furniture Plastic pipes Kitchen furniture Bath;Steel doors Code door lock;220 m;490 m;90 m;100 m;0;;
Vilnius;Fabijoniškės;Liongino Baliukevičiaus-Dzūko g.;130 000 € (2 591 €/m²);94;;50,18 m²;2;3;9;1992;Block house;Central;Fully equipped;;Has elevator Separate bathroom and WC;Storeroom Balcony Cellar Closet;Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath;Steel doors Code door lock;470 m;310 m;320 m;50 m;5;;
Vilnius;Pašilaičiai;Pavilnionių g.;82 000 € (2 742 €/m²);29;211;29,9 m²;2;2;7;2016;Brick;Central thermostat;Fully equipped;B;Private entrance High ceiling Kitchen merged with room;;Washing machine Furniture Refrigerator Kitchen furniture Stove Shower;Code door lock;290 m;640 m;140 m;180 m;"25,71 €/month
~ 0,86 €/m²";;
Vilnius;Valakampiai;Rukeliškių g.;"Price decreased 2,2%
449 000 € (5 756 €/m²)";;;78 m²;4;3;3;2015;Brick;Gas;Fully equipped;;High ceiling Private yard Kitchen merged with room;Storeroom Balcony Parking space Closet;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Fireplace Dish washer Shower Recuperation;Steel doors Alarm system Code door lock;1,6 km;820 m;1,6 km;190 m;0;;
Vilnius;Pašilaičiai;Perkūnkiemio g.;"Price decreased 0,7%
147 500 € (2 887 €/m²)";49;;51,09 m²;2;7;12;2023;Block house;Central thermostat;Fully equipped;;;;;;210 m;840 m;140 m;130 m;"28,61 €/month
~ 0,56 €/m²";;
Vilnius;Antakalnis;Smėlio g.;265 000 € (4 575 €/m²);;;57,92 m²;3;5;7;2019;Brick;Central thermostat;Fully equipped;A;Has elevator High ceiling Internet Cable television Kitchen merged with room;Balcony Parking space;Washing machine Refrigerator Floor heating system Dish washer;Code door lock Video surveillance;380 m;90 m;110 m;80 m;"27,80 €/month
~ 0,48 €/m²";;
Vilnius;Karoliniškės;Loretos Asanavičiūtės g.;"159 000 € (2 271 €/m²)
(interested in changing)";8;;70 m²;3;7;9;1976;Block house;Central;Fully equipped;;Kitchen merged with room;Balcony Cellar;Furniture;;130 m;330 m;250 m;190 m;3;;
Vilnius;Senamiestis;Šv. Mikalojaus g.;313 000 € (4 919 €/m²);5;;63,63 m²;3;2;2;2009;Brick;Electric;Fully equipped;;Two-floor flat Private entrance Private yard Cable television Separate bathroom and WC New sewage system New electrical installation;Parking space;Fireplace Floor heating system Furniture Plastic pipes Washing machine Refrigerator Kitchen furniture Stove Dish washer Shower Bath;;110 m;250 m;130 m;190 m;24;;
Vilnius;Pilaitė;J. Bretkūno g.;219 700 € (3 077 €/m²);5;;71,4 m²;3;2;3;2023;Brick;Aerothermal;Fully equipped;A+;New sewage system New electrical installation Internet;Storeroom Parking space Closet;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower Recuperation;Steel doors Alarm system Code door lock Video surveillance;90 m;90 m;470 m;530 m;4;;
Vilnius;Pilaitė;Karaliaučiaus g.;200 000 € (3 077 €/m²);28;;65 m²;3;4;4;2020;Block house;Central thermostat;Fully equipped;;;;;;580 m;580 m;600 m;410 m;"23,40 €/month
~ 0,36 €/m²";;
Vilnius;Karoliniškės;Laisvės pr.;88 800 € (1 839 €/m²);37;;48,3 m²;2;9;12;1975;Block house;Central;Fully equipped;;Has elevator Separate bathroom and WC;Balcony;Washing machine Furniture Refrigerator Kitchen furniture Stove Bath;Code door lock;330 m;190 m;260 m;120 m;"62,79 €/month
~ 1,30 €/m²";;
Vilnius;Naujamiestis;Savanorių pr.;114 000 € (2 408 €/m²);56;;47,35 m²;2;3;9;1975;Block house;Central;Fully equipped;;Has elevator Separate bathroom and WC;Balcony;Washing machine Refrigerator Kitchen furniture Stove Bath;Code door lock;240 m;230 m;330 m;200 m;"64,40 €/month
~ 1,36 €/m²";;
Vilnius;Antakalnis;P. Vileišio g.;465 000 € (5 070 €/m²);14A;2;91,72 m²;1;1;2;1940;Brick;Other;Other;;;;;;520 m;190 m;310 m;170 m;9;;
Vilnius;Pašilaičiai;Perkūnkiemio g.;141 000 € (2 252 €/m²);9;;62,61 m²;2;4;9;2007;Brick;Central thermostat;Fully equipped;;Has elevator Kitchen merged with room;Balcony;Furniture;Steel doors Code door lock;110 m;850 m;390 m;140 m;"34,44 €/month
~ 0,55 €/m²";;
Vilnius;Jeruzalė;Baltupio g.;315 000 € (2 212 €/m²);;;142,43 m²;4;3;5;1998;Brick;Central;Fully equipped;;Two-floor flat Separate bathroom and WC Private yard Internet Cable television Kitchen merged with room;Storeroom Parking space;;Steel doors Alarm system Code door lock;330 m;740 m;360 m;20 m;7;;
Vilnius;Naujininkai;A. Vivulskio g.;"Price increased 10%
99 000 € (3 960 €/m²)";23;;25 m²;1;10;12;2016;Block house;Central;Fully equipped;;;;;;210 m;210 m;160 m;170 m;17;;
Vilnius;Lazdynėliai;Lazdynėlių g.;145 000 € (4 100 €/m²);16B;;35,37 m²;2;4;5;2020;Brick;Central;Fully equipped;A+;Has elevator New sewage system New electrical installation Private yard Internet;Balcony Parking space Closet;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Bath Recuperation;Steel doors Code door lock;450 m;1,4 km;130 m;80 m;"18,75 €/month
~ 0,53 €/m²";;
Vilnius;Vilkpėdė;Skroblų g.;"Price decreased 8,3%
55 000 € (2 750 €/m²)
(interested in changing)";25;;20 m²;1;1;5;1963;Brick;Central;Fully equipped;A++;Private entrance New sewage system New electrical installation;;;;300 m;310 m;70 m;80 m;"24,20 €/month
~ 1,21 €/m²";;
Vilnius;Naujoji Vilnia;Pramonės g.;65 000 € (1 477 €/m²);25;;44 m²;2;2;2;1953;Brick;Central;Fully equipped;;High ceiling;Balcony Cellar;;;490 m;520 m;210 m;150 m;5;;
Vilnius;Žvėrynas;Latvių g.;470 000 € (5 483 €/m²);;;85,72 m²;3;3;5;2007;Brick;Central thermostat;Fully equipped;;Has elevator Kitchen merged with room;Balcony Parking space Closet;Furniture Floor heating system Recuperation;Alarm system Code door lock;290 m;400 m;580 m;510 m;"62,58 €/month
~ 0,73 €/m²";;
Vilnius;Naujamiestis;T. Ševčenkos g.;"Price decreased 20,3%
47 000 € (495 €/m²)";29;;95 m²;3;5;5;1958;Brick;Other;Not equipped;;Flat in an attic;;;;130 m;280 m;390 m;330 m;24;;
Vilnius;Lazdynėliai;Lazdynėlių g.;241 000 € (3 887 €/m²);30;;62 m²;3;4;4;2019;Brick;Central thermostat;Fully equipped;A+;Has elevator New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room;Parking space;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Bath;Steel doors Code door lock Video surveillance;360 m;1,4 km;70 m;50 m;"26,04 €/month
~ 0,42 €/m²";;
Vilnius;Naujamiestis;Šlaito g.;655 200 € (2 600 €/m²);20;4;252 m²;5;1;2;2021;Brick;Central, electric, central thermostat, geothermal, aerothermal, sun energy, other;Not equipped;B;Private entrance High ceiling Two-floor flat Separate bathroom and WC New sewage system New electrical installation Private yard;Terrace Parking space;;;400 m;360 m;360 m;220 m;4;;
Vilnius;Antakalnis;V. Grybo g.;220 000 € (3 827 €/m²);;;57,49 m²;2;7;9;2005;Brick;Central thermostat;Fully equipped;;Has elevator;;;;160 m;310 m;270 m;270 m;7;;
Vilnius;Naujininkai;Pelesos g.;80 000 € (1 839 €/m²);7;;43,51 m²;2;2;5;1964;Brick;Central;Fully equipped;;Kitchen merged with room;Cellar;Plastic pipes Shower;Code door lock;130 m;490 m;270 m;220 m;"68,75 €/month
~ 1,58 €/m²";;
Vilnius;Antakalnis;V. Grybo g.;180 000 € (3 673 €/m²);;;49 m²;2;3;9;2005;Brick;Central thermostat;Fully equipped;;Has elevator Separate bathroom and WC Kitchen merged with room;Balcony Closet;Washing machine Furniture Refrigerator Stove Shower Bath;Steel doors;160 m;310 m;270 m;270 m;7;;
Vilnius;Fabijoniškės;Liongino Baliukevičiaus-Dzūko g.;95 000 € (2 714 €/m²);90;;35 m²;1;3;5;1990;Block house;Central;Fully equipped;;;Balcony Cellar;Bath;Code door lock;170 m;270 m;190 m;230 m;3;;
Vilnius;Markučiai;Manufaktūrų g.;199 900 € (4 683 €/m²);20;;42,69 m²;2;1;5;2023;Brick;Central thermostat;Fully equipped;A+;Private yard Internet Cable television Kitchen merged with room;Terrace Parking space;Washing machine Furniture Refrigerator Floor heating system Stove Dish washer Shower Recuperation;Steel doors Code door lock Video surveillance;240 m;750 m;30 m;320 m;"17,08 €/month
~ 0,40 €/m²";;
Vilnius;Markučiai;Kaukysos g.;139 000 € (3 595 €/m²);18;;38,66 m²;2;2;6;2012;Brick;Central thermostat;Fully equipped;;;;;;190 m;820 m;100 m;280 m;"28,22 €/month
~ 0,73 €/m²";;
Vilnius;Liepkalnis;Birbynių g.;250 000 € (2 336 €/m²);13;2;107 m²;4;23;23;1968 construction, 2022 renovation;Brick;Gas, solid fuel;Fully equipped;;Private entrance Two-floor flat New electrical installation Private yard Internet Kitchen merged with room;Storeroom Cellar Parking space Attic;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Fireplace Plastic pipes Dish washer Shower Bath;Steel doors Alarm system;340 m;340 m;700 m;500 m;0;;
Vilnius;Naujininkai;Meistrų g.;47 900 € (1 916 €/m²);8;;25 m²;1;3;4;1981 construction, 2022 renovation;Brick;Gas;Fully equipped;;High ceiling New sewage system New electrical installation Private yard Kitchen merged with room;Parking space Closet;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower;Steel doors Code door lock Video surveillance;1 km;1,5 km;1,7 km;110 m;0;;
Vilnius;Šeškinė;Čiobiškio g.;"Price decreased 0,6%
174 000 € (2 601 €/m²)";11;;66,89 m²;3;2;9;1980;Block house;Central;Fully equipped;;Internet Separate bathroom and WC New electrical installation;Storeroom Parking space Balcony Closet Cellar;Furniture Conditioner Washing machine Refrigerator Kitchen furniture Stove Dish washer Shower;Steel doors Code door lock;170 m;150 m;470 m;380 m;"88,96 €/month
~ 1,33 €/m²";;
Vilnius;Senamiestis;Pranciškonų g.;239 000 € (4 578 €/m²);6;;52,21 m²;3;2;4;1903 construction, 2019 renovation;Brick;Liquid;Partially equipped;;;Balcony;;Steel doors;70 m;230 m;160 m;180 m;23;;
Vilnius;Bajorai;Fizikų g.;189 000 € (3 368 €/m²);18;;56,11 m²;3;4;5;2020;Brick;Central thermostat;Fully equipped;;;;;;150 m;1,2 km;100 m;170 m;"17,96 €/month
~ 0,32 €/m²";;
Vilnius;Fabijoniškės;Fabijoniškių g.;163 900 € (2 276 €/m²);91;;72 m²;3;3;9;1989;Block house;Central;Fully equipped;;;;;;430 m;290 m;330 m;300 m;10;;
Vilnius;Antakalnis;Smėlio g.;265 000 € (4 575 €/m²);;;57,92 m²;2;5;7;2019;Brick;Central thermostat;Fully equipped;A;Has elevator High ceiling Internet Cable television Kitchen merged with room;Balcony Parking space;Washing machine Refrigerator Floor heating system Dish washer;Code door lock Video surveillance;380 m;90 m;110 m;80 m;"27,80 €/month
~ 0,48 €/m²";;
Vilnius;Šeškinė;Ozo g.;189 500 € (4 085 €/m²);41;;46,39 m²;2;2;6;2022;Brick;Central thermostat;Fully equipped;A+;Has elevator High ceiling New sewage system New electrical installation Internet Kitchen merged with room;Balcony Terrace;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath Recuperation;Steel doors Code door lock Video surveillance;480 m;170 m;450 m;60 m;"33,86 €/month
~ 0,73 €/m²";;
Vilnius;Naujamiestis;Šermukšnių g.;195 000 € (3 679 €/m²);8;;53 m²;2;2;5;1961 construction, 2023 renovation;Brick;Central;Fully equipped;A+;New sewage system Internet Cable television;Storeroom Balcony Closet;Washing machine Furniture Refrigerator Kitchen furniture Stove Shower;Steel doors Code door lock;430 m;390 m;270 m;140 m;"47,70 €/month
~ 0,90 €/m²";;
Vilnius;Karoliniškės;Apolinaro Juozo Povilaičio g.;"Price decreased 5,8%
89 500 € (2 762 €/m²)";14;86;32,4 m²;1;7;9;1974;Block house;Central;Fully equipped;A;Separate bathroom and WC New electrical installation Internet Cable television;Balcony Cellar Parking space;Washing machine Furniture Refrigerator Kitchen furniture Stove Bath;Code door lock;430 m;120 m;360 m;220 m;14;;
Vilnius;Fabijoniškės;Vėtrungių g.;140 000 € (2 075 €/m²);7;;67,47 m²;3;6;9;1989;Block house;Central;Fully equipped;;Has elevator Separate bathroom and WC;Storeroom Balcony Cellar;Washing machine Refrigerator Kitchen furniture Stove Dish washer Bath;Steel doors Code door lock;160 m;210 m;440 m;50 m;3;;
Vilnius;Naujamiestis;Žemaitės g.;156 000 € (3 111 €/m²);11;;50,15 m²;2;3;5;1966;Brick;Central;Fully equipped;;Separate bathroom and WC Internet Cable television;Balcony Cellar Closet;Kitchen furniture Stove Plastic pipes Bath;Steel doors Code door lock;180 m;240 m;160 m;110 m;"53,66 €/month
~ 1,07 €/m²";;
Vilnius;Antakalnis;M. K. Oginskio g.;115 000 € (2 819 €/m²);15;;40,79 m²;2;2;3;1961 construction, 2017 renovation;Brick;Central thermostat;Fully equipped;;;Balcony Cellar Parking space;Furniture Refrigerator Kitchen furniture Stove Plastic pipes;Code door lock;70 m;180 m;230 m;140 m;6;;
Vilnius;Tarandė;Užubalių g.;"Price decreased 1,7%
170 000 € (2 931 €/m²)";;;58 m²;3;1;2;2019;Brick;Other;Fully equipped;;;;;;870 m;1,7 km;20 m;630 m;0;;
Vilnius;Naujininkai;Panevėžio g.;171 820 € (2 962 €/m²);23;6;58 m²;3;1;4;2021;Monolithic;Electric;Fully equipped;A;Kitchen merged with room;Terrace Parking space;Bath;Code door lock Video surveillance;220 m;140 m;190 m;190 m;8;;
Vilnius;Naujamiestis;Savanorių pr.;495 000 € (4 381 €/m²);;;113 m²;4;23;27;2006;Brick;Central thermostat;Fully equipped;;Has elevator High ceiling Internet Cable television Kitchen merged with room;Balcony Parking space;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Recuperation;Alarm system Code door lock;320 m;140 m;70 m;140 m;"142,38 €/month
~ 1,26 €/m²";;
Vilnius;Vilkpėdė;Vandentiekio g.;"Price decreased 1,8%
209 351 € (3 340 €/m²)";60;3;62,68 m²;3;1;4;2025;Brick;Geothermal, sun energy;Partially equipped;A++;Private yard;Balcony Parking space Closet;Floor heating system Recuperation;Steel doors Code door lock;250 m;180 m;440 m;240 m;13;4400-6355-6363;
Vilnius;Naujamiestis;Vandentiekio g.;134 000 € (3 116 €/m²);;;43 m²;3;1;4;1961;Brick;Central;Fully equipped;;New sewage system New electrical installation;Cellar;Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower;Steel doors Code door lock;230 m;160 m;500 m;230 m;12;;
Vilnius;Pašilaičiai;Ukmergės g.;182 000 € (2 357 €/m²);300D;;77,23 m²;3;4;8;2005;Brick;Gas;Fully equipped;;Has elevator Kitchen merged with room;Parking space;Washing machine Floor heating system Kitchen furniture Stove Dish washer Bath;Steel doors Alarm system Code door lock;280 m;370 m;130 m;120 m;10;;
Vilnius;Šnipiškės;Olimpiečių g.;445 000 € (5 705 €/m²);;;78 m²;3;1;4;2018;Brick;Central thermostat;Fully equipped;A;Private yard Internet Cable television;Terrace Parking space;Floor heating system;Steel doors Alarm system Code door lock Video surveillance;530 m;390 m;440 m;220 m;"37,44 €/month
~ 0,48 €/m²";;
Vilnius;Žirmūnai;Olimpiečių g.;"Price decreased 0,1%
361 500 € (6 127 €/m²)";3F;;59 m²;3;1;4;2018;Brick;Central thermostat;Fully equipped;;Has elevator;;;;490 m;350 m;350 m;280 m;"26,55 €/month
~ 0,45 €/m²";;
Vilnius;Šnipiškės;Giedraičių g.;45 000 € (1 232 €/m²);35;;36,54 m²;2;2;2;1940;Log house;Electric, solid fuel;Fully equipped;;Private yard New electrical installation Flat in an attic Kitchen merged with room;Parking space Balcony;Fireplace;Steel doors;310 m;560 m;320 m;240 m;20;;
Vilnius;Naujamiestis;Vytenio g.;269 000 € (3 025 €/m²);55;2-3;88,93 m²;3;2;3;1961;Brick;Central;Fully equipped;;High ceiling New electrical installation Private yard Internet Kitchen merged with room;Cellar;Furniture Kitchen furniture;Steel doors;300 m;200 m;250 m;130 m;"151,18 €/month
~ 1,70 €/m²";;
Vilnius;Senamiestis;Mindaugo g.;299 999 € (6 122 €/m²);14B;;49 m²;2;4;7;2004;Brick;Central thermostat;Fully equipped;;Has elevator High ceiling New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room;;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower;Steel doors Code door lock Video surveillance;160 m;140 m;60 m;250 m;"35,77 €/month
~ 0,73 €/m²";;
Vilnius;Verkiai;Popieriaus g.;67 500 € (1 985 €/m²);;;34 m²;1;2;2;1960;Brick;Central;Fully equipped;;;;Furniture Refrigerator Kitchen furniture Stove Plastic pipes;Steel doors;910 m;2 km;2 km;180 m;2;;
Vilnius;Rasos;Tyzenhauzų g.;29 000 € (1 933 €/m²);19B;;15 m²;1;2;3;1958;Brick;Central;Fully equipped;;High ceiling;;Furniture Refrigerator Stove;;450 m;390 m;170 m;280 m;11;;
Vilnius;Antakalnis;Žolyno g.;54 000 € (3 000 €/m²);8;;18 m²;1;1;5;1967;Brick;Central;Fully equipped;;;Cellar;;;390 m;560 m;260 m;100 m;"17,28 €/month
~ 0,96 €/m²";;
Vilnius;Žirmūnai;Žirmūnų g.;143 000 € (2 918 €/m²);;;49 m²;3;4;5;1966;Block house;Central;Fully equipped;;New sewage system New electrical installation Kitchen merged with room;Balcony Cellar;Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Bath;Steel doors Code door lock;100 m;500 m;220 m;250 m;"45,57 €/month
~ 0,93 €/m²";;
Vilnius;Karoliniškės;Sausio 13-osios g.;229 500 € (3 702 €/m²);;;62 m²;3;3;5;2023;Carcass house;Central;Fully equipped;A++;Has elevator Private yard Internet;Storeroom Parking space;Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Shower Bath;Code door lock;220 m;180 m;220 m;170 m;11;;
Vilnius;Pilaitė;Priegliaus g.;175 000 € (2 711 €/m²);8;;64,55 m²;3;7;9;2009;Brick;Central thermostat;Fully equipped;;Has elevator Internet Cable television Kitchen merged with room;Balcony Parking space;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath;Steel doors Alarm system Code door lock Video surveillance;300 m;300 m;110 m;200 m;"47,77 €/month
~ 0,74 €/m²";;
Vilnius;Fabijoniškės;Fabijoniškių g.;159 000 € (3 646 €/m²);;;43,61 m²;1;9;10;2016;Brick;Central;Fully equipped;;Has elevator Private yard Internet Kitchen merged with room;Balcony Terrace Parking space;Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer;Code door lock;120 m;280 m;150 m;210 m;"33,14 €/month
~ 0,76 €/m²";;
Vilnius;Karoliniškės;Sietyno g.;"Price decreased 5,6%
33 900 € (1 695 €/m²)";8;;20 m²;1;1;4;1996;Brick;Electric;Fully equipped;;Private entrance;;Washing machine Furniture Refrigerator;;80 m;180 m;460 m;360 m;0;;
Vilnius;Antakalnis;Antakalnio g.;170 000 € (2 666 €/m²);97;;63,76 m²;3;1;5;1966;Brick;Central;Fully equipped;;New sewage system;Storeroom Balcony Cellar;Furniture Plastic pipes Bath;Steel doors Code door lock;200 m;320 m;230 m;60 m;3;;
Vilnius;Naujininkai;Sniego g.;84 900 € (3 144 €/m²);7;;27 m²;1;2;4;1900 construction, 2020 renovation;Brick;Central thermostat;Fully equipped;;High ceiling Two-floor flat New sewage system New electrical installation Private yard Internet Kitchen merged with room;Balcony;Washing machine Refrigerator Kitchen furniture Stove Shower Recuperation;Steel doors Code door lock;540 m;460 m;200 m;190 m;41;;
